support_case_id,date_key,station_id,opened_at,closed_at,case_category,case_status,priority,channel,handling_hours,sla_target_hours,sla_breached_flag,repeat_contact_flag
CASE002221,20260317,ST007,2026-03-17 14:41:00,2026-03-21 02:41:00,Staff Conduct,Resolved,High,Mobile App,84,72,Y,N
CASE002222,20260317,ST009,2026-03-17 09:17:00,2026-03-21 05:17:00,Lost Property,Resolved,High,Email,92,72,Y,N
CASE002223,20260318,ST013,2026-03-18 11:28:00,2026-03-19 01:28:00,Accessibility Assistance,Resolved,Medium,Station Desk,14,12,Y,Y
CASE002224,20260318,ST012,2026-03-18 10:24:00,2026-03-19 06:24:00,Accessibility Assistance,Resolved,Medium,Station Desk,20,12,Y,N
CASE002225,20260318,ST015,2026-03-18 19:22:00,2026-03-22 02:22:00,Delay Compensation,Resolved,Low,Mobile App,79,96,N,N
CASE002226,20260318,ST013,2026-03-18 09:58:00,2026-03-20 09:58:00,Cleanliness Complaint,Resolved,Medium,Contact Centre,48,36,Y,N
CASE002227,20260319,ST007,2026-03-19 16:15:00,2026-03-21 17:15:00,Cleanliness Complaint,Resolved,High,Web Form,49,36,Y,N
CASE002228,20260319,ST014,2026-03-19 22:34:00,2026-03-23 08:34:00,Delay Compensation,Resolved,Low,Web Form,82,96,N,N
CASE002229,20260319,ST001,2026-03-19 06:21:00,2026-03-19 12:21:00,Information Request,Resolved,Urgent,Web Form,6,24,N,Y
CASE002230,20260319,ST005,2026-03-19 19:56:00,2026-03-22 11:56:00,Lost Property,Resolved,Medium,Contact Centre,64,72,N,N
CASE002231,20260319,ST014,2026-03-19 10:59:00,2026-03-22 07:59:00,Accessibility Assistance,Resolved,High,Web Form,69,12,Y,N
CASE002232,20260320,ST003,2026-03-20 14:37:00,2026-03-20 19:37:00,Information Request,Resolved,Low,Station Desk,5,24,N,N
CASE002233,20260320,ST004,2026-03-20 14:23:00,2026-03-22 17:23:00,Delay Compensation,Resolved,High,Station Desk,51,96,N,N
CASE002234,20260321,ST004,2026-03-21 16:03:00,2026-03-24 00:03:00,Ticketing / Refund,Resolved,Medium,Web Form,56,48,Y,N
CASE002235,20260321,ST014,2026-03-21 15:33:00,2026-03-26 09:33:00,Delay Compensation,Resolved,Low,Mobile App,114,96,Y,N
CASE002236,20260322,ST007,2026-03-22 22:03:00,2026-03-26 21:03:00,Lost Property,Resolved,Low,Web Form,95,72,Y,N
CASE002237,20260322,ST010,2026-03-22 21:35:00,2026-03-23 13:35:00,Accessibility Assistance,Resolved,Low,Station Desk,16,12,Y,N
CASE002238,20260322,ST002,2026-03-22 19:42:00,,Information Request,Pending Customer,Medium,Web Form,,24,N,N
CASE002239,20260322,ST006,2026-03-22 09:01:00,2026-03-25 06:01:00,Delay Compensation,Resolved,High,Mobile App,69,96,N,N
CASE002240,20260322,ST002,2026-03-22 09:29:00,2026-03-27 18:29:00,Ticketing / Refund,Resolved,Medium,Email,129,48,Y,N
CASE002241,20260323,ST003,2026-03-23 15:17:00,2026-03-24 21:17:00,Information Request,Resolved,Urgent,Web Form,30,24,Y,Y
CASE002242,20260323,ST006,2026-03-23 08:38:00,2026-03-23 09:38:00,Service Disruption Complaint,Resolved,Medium,Contact Centre,1,72,N,N
CASE002243,20260323,ST001,2026-03-23 20:56:00,2026-03-25 17:56:00,Lost Property,Resolved,Medium,Station Desk,45,72,N,N
CASE002244,20260323,ST004,2026-03-23 07:32:00,2026-03-25 21:32:00,Service Disruption Complaint,Resolved,High,Mobile App,62,72,N,Y
CASE002245,20260323,ST001,2026-03-23 10:00:00,,Ticketing / Refund,Pending Customer,Urgent,Email,,48,N,Y
CASE002246,20260323,ST007,2026-03-23 14:07:00,2026-03-25 21:07:00,Lost Property,Resolved,Low,Station Desk,55,72,N,N
CASE002247,20260323,ST015,2026-03-23 06:57:00,,Lost Property,Open,Medium,Web Form,,72,N,N
CASE002248,20260324,ST010,2026-03-24 19:00:00,2026-03-26 11:00:00,Ticketing / Refund,Resolved,High,Station Desk,40,48,N,N
CASE002249,20260324,ST002,2026-03-24 18:36:00,2026-03-26 23:36:00,Ticketing / Refund,Resolved,High,Mobile App,53,48,Y,N
CASE002250,20260324,ST006,2026-03-24 20:00:00,,Cleanliness Complaint,Pending Customer,Medium,Web Form,,36,N,Y
CASE002251,20260324,ST014,2026-03-24 10:42:00,,Lost Property,Pending Customer,Medium,Email,,72,N,N
CASE002252,20260324,ST011,2026-03-24 14:31:00,2026-03-25 13:31:00,Cleanliness Complaint,Resolved,Medium,Contact Centre,23,36,N,N
CASE002253,20260325,ST002,2026-03-25 15:08:00,,Ticketing / Refund,Pending Customer,Medium,Email,,48,N,N
CASE002254,20260325,ST001,2026-03-25 15:17:00,2026-03-26 21:17:00,Ticketing / Refund,Resolved,Low,Email,30,48,N,N
CASE002255,20260325,ST002,2026-03-25 10:32:00,2026-03-28 15:32:00,Delay Compensation,Resolved,High,Contact Centre,77,96,N,N
CASE002256,20260325,ST006,2026-03-25 21:30:00,2026-04-01 15:30:00,Delay Compensation,Resolved,High,Email,162,96,Y,N
CASE002257,20260325,ST001,2026-03-25 20:50:00,2026-03-26 07:50:00,Lost Property,Resolved,Low,Email,11,72,N,N
CASE002258,20260325,ST010,2026-03-25 20:00:00,,Ticketing / Refund,Pending Customer,Urgent,Email,,48,N,N
CASE002259,20260325,ST010,2026-03-25 06:14:00,,Ticketing / Refund,Escalated,Medium,Email,,48,N,Y
CASE002260,20260326,ST004,2026-03-26 17:30:00,2026-04-01 06:30:00,Service Disruption Complaint,Resolved,Medium,Web Form,133,72,Y,N
CASE002261,20260326,ST003,2026-03-26 19:56:00,,Ticketing / Refund,Open,Low,Email,,48,N,N
CASE002262,20260326,ST013,2026-03-26 09:19:00,2026-03-29 02:19:00,Service Disruption Complaint,Resolved,High,Email,65,72,N,Y
CASE002263,20260327,ST004,2026-03-27 07:03:00,2026-03-29 17:03:00,Ticketing / Refund,Resolved,Low,Contact Centre,58,48,Y,N
CASE002264,20260327,ST004,2026-03-27 17:49:00,2026-03-28 08:49:00,Information Request,Resolved,Medium,Web Form,15,24,N,N
CASE002265,20260327,ST003,2026-03-27 20:35:00,2026-03-31 17:35:00,Lost Property,Resolved,Medium,Contact Centre,93,72,Y,N
CASE002266,20260327,ST006,2026-03-27 15:49:00,2026-03-31 13:49:00,Staff Conduct,Resolved,Low,Email,94,72,Y,N
CASE002267,20260327,ST016,2026-03-27 09:22:00,2026-03-28 01:22:00,Ticketing / Refund,Resolved,Urgent,Email,16,48,N,N
CASE002268,20260327,ST005,2026-03-27 17:19:00,2026-04-05 00:19:00,Cleanliness Complaint,Resolved,Medium,Contact Centre,199,36,Y,N
CASE002269,20260327,ST011,2026-03-27 17:54:00,2026-03-29 07:54:00,Lost Property,Resolved,Medium,Email,38,72,N,N
CASE002270,20260328,ST006,2026-03-28 10:15:00,2026-03-29 19:15:00,Service Disruption Complaint,Resolved,Medium,Email,33,72,N,N
CASE002271,20260328,ST010,2026-03-28 16:47:00,2026-04-01 16:47:00,Information Request,Resolved,Medium,Web Form,96,24,Y,N
CASE002272,20260328,ST003,2026-03-28 07:34:00,,Delay Compensation,Pending Customer,High,Email,,96,N,N
CASE002273,20260329,ST016,2026-03-29 13:27:00,,Lost Property,Open,Medium,Web Form,,72,N,N
CASE002274,20260329,ST001,2026-03-29 09:26:00,2026-04-02 22:26:00,Staff Conduct,Resolved,Low,Station Desk,109,72,Y,N
CASE002275,20260329,ST012,2026-03-29 12:57:00,2026-03-31 22:57:00,Delay Compensation,Resolved,Medium,Email,58,96,N,N
CASE002276,20260329,ST010,2026-03-29 11:06:00,2026-04-06 00:06:00,Service Disruption Complaint,Resolved,Medium,Contact Centre,181,72,Y,Y
CASE002277,20260330,ST008,2026-03-30 16:38:00,2026-03-31 00:38:00,Information Request,Resolved,Low,Web Form,8,24,N,N
CASE002278,20260330,ST014,2026-03-30 11:18:00,2026-03-30 21:18:00,Accessibility Assistance,Resolved,Medium,Contact Centre,10,12,N,N
CASE002279,20260330,ST007,2026-03-30 19:01:00,,Accessibility Assistance,Pending Customer,Low,Web Form,,12,N,N
CASE002280,20260330,ST004,2026-03-30 07:59:00,,Ticketing / Refund,Pending Customer,Medium,Station Desk,,48,N,Y
CASE002281,20260330,ST010,2026-03-30 15:04:00,2026-04-01 18:04:00,Ticketing / Refund,Resolved,Medium,Mobile App,51,48,Y,N
CASE002282,20260330,ST012,2026-03-30 08:01:00,,Delay Compensation,Escalated,Medium,Contact Centre,,96,N,Y
CASE002283,20260330,ST010,2026-03-30 16:23:00,2026-03-31 16:23:00,Lost Property,Resolved,Low,Contact Centre,24,72,N,N
CASE002284,20260331,ST007,2026-03-31 07:03:00,2026-04-02 23:03:00,Ticketing / Refund,Resolved,High,Station Desk,64,48,Y,N
CASE002285,20260331,ST007,2026-03-31 21:21:00,2026-04-03 03:21:00,Delay Compensation,Resolved,Medium,Contact Centre,54,96,N,N
CASE002286,20260331,ST008,2026-03-31 13:25:00,2026-03-31 17:25:00,Lost Property,Resolved,Medium,Contact Centre,4,72,N,N
CASE002287,20260331,ST011,2026-03-31 17:26:00,,Lost Property,Open,Medium,Contact Centre,,72,N,N
CASE002288,20260401,ST004,2026-04-01 06:33:00,2026-04-01 15:33:00,Accessibility Assistance,Resolved,Medium,Web Form,9,12,N,N
CASE002289,20260401,ST003,2026-04-01 10:26:00,,Cleanliness Complaint,Open,Low,Station Desk,,36,N,N
CASE002290,20260401,ST014,2026-04-01 22:21:00,2026-04-03 21:21:00,Service Disruption Complaint,Resolved,Medium,Mobile App,47,72,N,N
CASE002291,20260401,ST007,2026-04-01 13:26:00,2026-04-02 01:26:00,Staff Conduct,Resolved,High,Mobile App,12,72,N,N
CASE002292,20260401,ST003,2026-04-01 19:07:00,2026-04-03 14:07:00,Lost Property,Resolved,Medium,Email,43,72,N,N
CASE002293,20260401,ST009,2026-04-01 14:07:00,2026-04-02 05:07:00,Service Disruption Complaint,Resolved,Low,Contact Centre,15,72,N,N
CASE002294,20260401,ST013,2026-04-01 19:44:00,,Ticketing / Refund,Pending Customer,High,Web Form,,48,N,Y
CASE002295,20260402,ST009,2026-04-02 09:21:00,2026-04-02 19:21:00,Accessibility Assistance,Resolved,Low,Web Form,10,12,N,N
CASE002296,20260402,ST007,2026-04-02 16:23:00,,Staff Conduct,Escalated,Medium,Contact Centre,,72,N,N
CASE002297,20260402,ST004,2026-04-02 07:10:00,2026-04-04 07:10:00,Ticketing / Refund,Resolved,High,Email,48,48,N,N
CASE002298,20260402,ST001,2026-04-02 15:34:00,2026-04-06 23:34:00,Delay Compensation,Resolved,Medium,Web Form,104,96,Y,N
CASE002299,20260402,ST004,2026-04-02 17:32:00,2026-04-09 00:32:00,Cleanliness Complaint,Resolved,Urgent,Web Form,151,36,Y,Y
CASE002300,20260402,ST006,2026-04-02 09:15:00,2026-04-03 09:15:00,Delay Compensation,Resolved,Medium,Email,24,96,N,N
CASE002301,20260402,ST008,2026-04-02 11:08:00,2026-04-06 23:08:00,Service Disruption Complaint,Resolved,High,Email,108,72,Y,N
CASE002302,20260402,ST010,2026-04-02 17:23:00,,Accessibility Assistance,Pending Customer,High,Mobile App,,12,N,N
CASE002303,20260403,ST016,2026-04-03 16:09:00,,Ticketing / Refund,Open,Low,Contact Centre,,48,N,Y
CASE002304,20260403,ST001,2026-04-03 07:10:00,2026-04-05 02:10:00,Ticketing / Refund,Resolved,High,Email,43,48,N,N
CASE002305,20260403,ST014,2026-04-03 17:41:00,,Accessibility Assistance,Escalated,Medium,Contact Centre,,12,N,Y
CASE002306,20260403,ST002,2026-04-03 06:32:00,2026-04-06 05:32:00,Lost Property,Resolved,High,Contact Centre,71,72,N,N
CASE002307,20260404,ST010,2026-04-04 14:41:00,2026-04-05 00:41:00,Accessibility Assistance,Resolved,Medium,Mobile App,10,12,N,N
CASE002308,20260404,ST016,2026-04-04 17:20:00,2026-04-06 10:20:00,Service Disruption Complaint,Resolved,High,Contact Centre,41,72,N,N
CASE002309,20260404,ST001,2026-04-04 14:38:00,,Service Disruption Complaint,Pending Customer,Low,Mobile App,,72,N,Y
CASE002310,20260404,ST015,2026-04-04 06:13:00,,Delay Compensation,Escalated,Low,Email,,96,N,N
CASE002311,20260405,ST009,2026-04-05 11:55:00,2026-04-05 12:55:00,Lost Property,Resolved,Urgent,Email,1,72,N,Y
CASE002312,20260405,ST006,2026-04-05 06:39:00,2026-04-06 10:39:00,Ticketing / Refund,Resolved,Low,Web Form,28,48,N,N
CASE002313,20260405,ST012,2026-04-05 10:48:00,,Cleanliness Complaint,Pending Customer,Low,Mobile App,,36,N,Y
CASE002314,20260406,ST015,2026-04-06 06:23:00,2026-04-07 02:23:00,Information Request,Resolved,Urgent,Web Form,20,24,N,Y
CASE002315,20260406,ST015,2026-04-06 17:57:00,2026-04-10 19:57:00,Delay Compensation,Resolved,Low,Web Form,98,96,Y,N
CASE002316,20260406,ST006,2026-04-06 09:37:00,2026-04-09 01:37:00,Service Disruption Complaint,Resolved,Medium,Mobile App,64,72,N,N
CASE002317,20260406,ST006,2026-04-06 19:13:00,2026-04-06 22:13:00,Accessibility Assistance,Resolved,Low,Mobile App,3,12,N,N
CASE002318,20260406,ST007,2026-04-06 12:25:00,2026-04-07 02:25:00,Information Request,Resolved,Low,Station Desk,14,24,N,N
CASE002319,20260406,ST001,2026-04-06 13:46:00,2026-04-07 01:46:00,Accessibility Assistance,Resolved,Low,Web Form,12,12,N,N
CASE002320,20260406,ST006,2026-04-06 20:27:00,2026-04-09 21:27:00,Lost Property,Resolved,Medium,Mobile App,73,72,Y,N
CASE002321,20260406,ST015,2026-04-06 16:20:00,,Ticketing / Refund,Escalated,Medium,Station Desk,,48,N,N
CASE002322,20260406,ST016,2026-04-06 08:52:00,2026-04-11 14:52:00,Lost Property,Resolved,Medium,Web Form,126,72,Y,N
CASE002323,20260406,ST010,2026-04-06 12:01:00,,Service Disruption Complaint,Escalated,Low,Station Desk,,72,N,Y
CASE002324,20260407,ST004,2026-04-07 08:44:00,,Ticketing / Refund,Pending Customer,Medium,Contact Centre,,48,N,N
CASE002325,20260407,ST012,2026-04-07 18:00:00,2026-04-09 22:00:00,Ticketing / Refund,Resolved,Low,Contact Centre,52,48,Y,N
CASE002326,20260407,ST003,2026-04-07 20:05:00,,Ticketing / Refund,Escalated,Medium,Email,,48,N,N
CASE002327,20260408,ST010,2026-04-08 09:18:00,2026-04-12 14:18:00,Lost Property,Resolved,Urgent,Web Form,101,72,Y,N
CASE002328,20260408,ST006,2026-04-08 12:57:00,2026-04-10 20:57:00,Ticketing / Refund,Resolved,Low,Email,56,48,Y,Y
CASE002329,20260408,ST008,2026-04-08 21:47:00,2026-04-11 14:47:00,Ticketing / Refund,Resolved,Medium,Station Desk,65,48,Y,N
CASE002330,20260408,ST001,2026-04-08 22:14:00,2026-04-10 12:14:00,Delay Compensation,Resolved,Medium,Contact Centre,38,96,N,N
CASE002331,20260409,ST001,2026-04-09 06:53:00,2026-04-11 15:53:00,Delay Compensation,Resolved,High,Mobile App,57,96,N,N
CASE002332,20260409,ST006,2026-04-09 16:02:00,2026-04-10 12:02:00,Information Request,Resolved,Medium,Email,20,24,N,N
CASE002333,20260409,ST002,2026-04-09 21:41:00,2026-04-13 00:41:00,Lost Property,Resolved,Medium,Contact Centre,75,72,Y,Y
CASE002334,20260409,ST002,2026-04-09 08:05:00,2026-04-10 01:05:00,Information Request,Resolved,High,Contact Centre,17,24,N,N
CASE002335,20260409,ST012,2026-04-09 17:09:00,2026-04-17 12:09:00,Service Disruption Complaint,Resolved,Medium,Mobile App,187,72,Y,N
CASE002336,20260409,ST003,2026-04-09 13:14:00,2026-04-12 00:14:00,Delay Compensation,Resolved,Low,Mobile App,59,96,N,Y
CASE002337,20260409,ST009,2026-04-09 16:22:00,2026-04-11 09:22:00,Ticketing / Refund,Resolved,High,Email,41,48,N,N
CASE002338,20260410,ST013,2026-04-10 11:51:00,,Service Disruption Complaint,Open,Low,Contact Centre,,72,N,N
CASE002339,20260410,ST016,2026-04-10 09:24:00,2026-04-10 19:24:00,Ticketing / Refund,Resolved,Medium,Contact Centre,10,48,N,N
CASE002340,20260410,ST001,2026-04-10 12:25:00,,Ticketing / Refund,Pending Customer,Low,Web Form,,48,N,N
CASE002341,20260410,ST008,2026-04-10 21:51:00,2026-04-15 02:51:00,Service Disruption Complaint,Resolved,High,Email,101,72,Y,N
CASE002342,20260410,ST007,2026-04-10 07:43:00,2026-04-11 11:43:00,Delay Compensation,Resolved,Low,Station Desk,28,96,N,Y
CASE002343,20260410,ST010,2026-04-10 22:08:00,2026-04-11 02:08:00,Accessibility Assistance,Resolved,High,Mobile App,4,12,N,N
CASE002344,20260411,ST016,2026-04-11 13:03:00,2026-04-14 02:03:00,Service Disruption Complaint,Resolved,Low,Mobile App,61,72,N,N
CASE002345,20260411,ST013,2026-04-11 20:41:00,2026-04-12 05:41:00,Accessibility Assistance,Resolved,Medium,Email,9,12,N,N
CASE002346,20260411,ST002,2026-04-11 10:39:00,2026-04-13 07:39:00,Ticketing / Refund,Resolved,Medium,Email,45,48,N,N
CASE002347,20260411,ST004,2026-04-11 06:55:00,,Accessibility Assistance,Pending Customer,Medium,Contact Centre,,12,N,N
CASE002348,20260411,ST015,2026-04-11 10:23:00,2026-04-13 01:23:00,Ticketing / Refund,Resolved,Medium,Web Form,39,48,N,Y
CASE002349,20260412,ST015,2026-04-12 06:44:00,2026-04-12 21:44:00,Ticketing / Refund,Resolved,High,Contact Centre,15,48,N,N
CASE002350,20260412,ST008,2026-04-12 20:01:00,2026-04-14 06:01:00,Lost Property,Resolved,Medium,Web Form,34,72,N,Y
CASE002351,20260412,ST006,2026-04-12 12:01:00,2026-04-12 21:01:00,Accessibility Assistance,Resolved,Low,Station Desk,9,12,N,N
CASE002352,20260412,ST001,2026-04-12 20:05:00,,Service Disruption Complaint,Pending Customer,Medium,Mobile App,,72,N,Y
CASE002353,20260413,ST008,2026-04-13 21:55:00,2026-04-14 21:55:00,Information Request,Resolved,High,Contact Centre,24,24,N,Y
CASE002354,20260413,ST006,2026-04-13 12:20:00,2026-04-16 07:20:00,Ticketing / Refund,Resolved,Medium,Contact Centre,67,48,Y,N
CASE002355,20260413,ST004,2026-04-13 09:56:00,2026-04-15 12:56:00,Delay Compensation,Resolved,High,Station Desk,51,96,N,N
CASE002356,20260413,ST006,2026-04-13 14:58:00,2026-04-20 17:58:00,Lost Property,Resolved,High,Station Desk,171,72,Y,N
CASE002357,20260413,ST003,2026-04-13 17:58:00,2026-04-15 14:58:00,Ticketing / Refund,Resolved,Medium,Station Desk,45,48,N,N
CASE002358,20260413,ST016,2026-04-13 11:48:00,2026-04-18 21:48:00,Delay Compensation,Resolved,High,Contact Centre,130,96,Y,N
CASE002359,20260413,ST013,2026-04-13 20:29:00,2026-04-17 20:29:00,Delay Compensation,Resolved,Medium,Station Desk,96,96,N,N
CASE002360,20260414,ST010,2026-04-14 13:16:00,,Accessibility Assistance,Pending Customer,Medium,Email,,12,N,N
CASE002361,20260414,ST008,2026-04-14 10:14:00,2026-04-17 03:14:00,Service Disruption Complaint,Resolved,Low,Contact Centre,65,72,N,N
CASE002362,20260414,ST006,2026-04-14 08:49:00,2026-04-14 09:49:00,Information Request,Resolved,Medium,Contact Centre,1,24,N,N
CASE002363,20260414,ST016,2026-04-14 16:41:00,2026-04-15 19:41:00,Information Request,Resolved,Medium,Email,27,24,Y,N
CASE002364,20260414,ST007,2026-04-14 18:18:00,2026-04-17 03:18:00,Lost Property,Resolved,Low,Station Desk,57,72,N,N
CASE002365,20260415,ST008,2026-04-15 12:22:00,2026-04-15 20:22:00,Information Request,Resolved,Medium,Web Form,8,24,N,Y
CASE002366,20260415,ST015,2026-04-15 09:22:00,2026-04-19 01:22:00,Ticketing / Refund,Resolved,Low,Email,88,48,Y,N
CASE002367,20260415,ST001,2026-04-15 06:35:00,,Lost Property,Pending Customer,Medium,Contact Centre,,72,N,N
CASE002368,20260415,ST014,2026-04-15 15:24:00,2026-04-15 22:24:00,Accessibility Assistance,Resolved,Medium,Station Desk,7,12,N,N
CASE002369,20260415,ST007,2026-04-15 17:08:00,2026-04-17 13:08:00,Service Disruption Complaint,Resolved,Medium,Contact Centre,44,72,N,Y
CASE002370,20260415,ST006,2026-04-15 08:53:00,2026-04-16 22:53:00,Ticketing / Refund,Resolved,High,Email,38,48,N,N
CASE002371,20260416,ST015,2026-04-16 15:23:00,2026-04-18 20:23:00,Delay Compensation,Resolved,High,Station Desk,53,96,N,Y
CASE002372,20260416,ST008,2026-04-16 14:58:00,2026-04-17 01:58:00,Accessibility Assistance,Resolved,Medium,Contact Centre,11,12,N,Y
CASE002373,20260416,ST003,2026-04-16 07:57:00,2026-04-16 20:57:00,Accessibility Assistance,Resolved,Low,Email,13,12,Y,N
CASE002374,20260416,ST006,2026-04-16 17:21:00,,Ticketing / Refund,Open,High,Contact Centre,,48,N,N
CASE002375,20260416,ST004,2026-04-16 08:52:00,,Delay Compensation,Pending Customer,Medium,Web Form,,96,N,N
CASE002376,20260417,ST002,2026-04-17 18:14:00,2026-04-19 11:14:00,Ticketing / Refund,Resolved,Medium,Email,41,48,N,N
CASE002377,20260417,ST010,2026-04-17 16:39:00,2026-04-18 13:39:00,Cleanliness Complaint,Resolved,Medium,Station Desk,21,36,N,N
CASE002378,20260417,ST014,2026-04-17 19:04:00,,Ticketing / Refund,Open,Medium,Web Form,,48,N,N
CASE002379,20260417,ST002,2026-04-17 12:52:00,2026-04-17 20:52:00,Accessibility Assistance,Resolved,Medium,Mobile App,8,12,N,N
CASE002380,20260417,ST002,2026-04-17 08:21:00,2026-04-19 21:21:00,Ticketing / Refund,Resolved,Medium,Web Form,61,48,Y,N
CASE002381,20260418,ST002,2026-04-18 08:45:00,2026-04-19 17:45:00,Ticketing / Refund,Resolved,High,Email,33,48,N,N
CASE002382,20260418,ST010,2026-04-18 15:44:00,2026-04-22 19:44:00,Delay Compensation,Resolved,Medium,Contact Centre,100,96,Y,Y
CASE002383,20260419,ST001,2026-04-19 11:25:00,2026-04-19 21:25:00,Information Request,Resolved,Medium,Mobile App,10,24,N,N
CASE002384,20260419,ST014,2026-04-19 08:21:00,,Staff Conduct,Open,Urgent,Web Form,,72,N,N
CASE002385,20260419,ST010,2026-04-19 12:47:00,2026-04-21 14:47:00,Staff Conduct,Resolved,Low,Contact Centre,50,72,N,Y
CASE002386,20260419,ST013,2026-04-19 19:25:00,2026-04-26 00:25:00,Staff Conduct,Resolved,High,Contact Centre,149,72,Y,Y
CASE002387,20260419,ST012,2026-04-19 16:41:00,,Ticketing / Refund,Open,Medium,Contact Centre,,48,N,N
CASE002388,20260419,ST003,2026-04-19 07:50:00,2026-04-20 11:50:00,Ticketing / Refund,Resolved,Medium,Station Desk,28,48,N,N
CASE002389,20260419,ST010,2026-04-19 07:06:00,2026-04-28 01:06:00,Lost Property,Resolved,High,Email,210,72,Y,N
CASE002390,20260420,ST013,2026-04-20 14:34:00,2026-04-28 00:34:00,Delay Compensation,Resolved,Low,Station Desk,178,96,Y,N
CASE002391,20260420,ST006,2026-04-20 19:36:00,,Service Disruption Complaint,Open,Low,Mobile App,,72,N,Y
CASE002392,20260420,ST008,2026-04-20 12:56:00,2026-04-20 20:56:00,Accessibility Assistance,Resolved,High,Contact Centre,8,12,N,N
CASE002393,20260420,ST015,2026-04-20 12:33:00,2026-04-27 12:33:00,Staff Conduct,Resolved,Low,Contact Centre,168,72,Y,N
CASE002394,20260420,ST010,2026-04-20 09:39:00,,Ticketing / Refund,Pending Customer,Medium,Web Form,,48,N,N
CASE002395,20260420,ST006,2026-04-20 14:31:00,2026-04-27 07:31:00,Ticketing / Refund,Resolved,Medium,Web Form,161,48,Y,Y
CASE002396,20260420,ST001,2026-04-20 19:40:00,,Service Disruption Complaint,Open,Medium,Contact Centre,,72,N,N
CASE002397,20260421,ST004,2026-04-21 13:21:00,2026-04-25 08:21:00,Service Disruption Complaint,Resolved,High,Web Form,91,72,Y,N
CASE002398,20260421,ST015,2026-04-21 10:33:00,,Ticketing / Refund,Open,High,Web Form,,48,N,Y
